Ticker,Name,Exchange,Category,Country,Quote,Key,Income,Balance,Cash,Insider,Bonds
ATLS,Atlas Energy Group LLC,PNK,Independent Oil & Gas,USA,5/11/2021,N,5/29/2021,5/29/2021,4/3/2021,N,N
APTS,Preferred Apartment Communities Inc.,NYQ,REIT - Residential,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
APO,Apollo Global Management LLC,NYQ,Diversified Investments,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ALSK,Alaska Communications Systems Group Inc.,NMS,Telecom Services - Domestic,USA,5/30/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ALG,Alamo Group Inc.,NYQ,Farm & Construction Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AHC,A.H. Belo Corporation,NYQ,Publishing - Newspapers,USA,5/31/2021,5/31/2021,5/31/2021,5/31/2021,5/28/2021,5/28/2021,N
ACTG,Acacia Research Corporation,NMS,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
RBA,Ritchie Bros. Auctioneers Incorporated,NYQ,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MAA,Mid-America Apartment Communities Inc.,NYQ,REIT - Residential,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
BAM,Brookfield Asset Management Inc.,NYQ,Real Estate Development,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ATHN,athenahealth Inc.,NMS,Healthcare Information Services,USA,5/31/2021,5/30/2021,4/25/2021,4/25/2021,4/25/2021,N,N
AT,Atlantic Power Corporation,NYQ,Electric Utilities,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ASX,Advanced Semiconductor Engineering Inc.,NYQ,Semiconductor Equipment & Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ARCO,Arcos Dorados Holdings Inc.,NYQ,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
ANET,Arista Networks Inc.,NYQ,Diversified Computer Systems,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ANCX,Access National Corporation,NGM,Regional - Mid-Atlantic Banks,USA,4/4/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
AIR,AAR Corp.,NYQ,Aerospace Defense Products & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
AF,Astoria Financial Corporation,NYQ,Savings & Loans,USA,4/4/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
WAB,Westinghouse Air Brake Technologies Corporation,NYQ,Railroads,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
RS,Reliance Steel & Aluminum Co.,NYQ,Steel & Iron,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PKG,Packaging Corporation of America,NYQ,Packaging & Containers,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AXDX,Accelerate Diagnostics Inc.,NCM,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AVHI,AV Homes Inc.,NMS,Residential Construction,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
AVA,Avista Corporation,NYQ,Diversified Utilities,USA,5/8/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ATHX,Athersys Inc.,NCM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ARWR,Arrowhead Pharmaceuticals Inc.,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
ANGI,Angie s List Inc.,NMS,Internet Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AMG,Affiliated Managers Group Inc.,NYQ,Asset Management,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ALSN,Allison Transmission Holdings Inc.,NYQ,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ALGN,Align Technology Inc.,NMS,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AKBA,Akebia Therapeutics Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AGO,Assured Guaranty Ltd.,NYQ,Surety & Title Insurance,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AEZS,Aeterna Zentaris Inc.,NCM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
ACRX,AcelRx Pharmaceuticals Inc.,NGM,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ROK,Rockwell Automation Inc.,NYQ,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
GLPI,Gaming and Leisure Properties Inc.,NMS,REIT - Diversified,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AZZ,AZZ Inc.,NYQ,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ATRC,AtriCure Inc.,NGM,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ARMK,Aramark,NYQ,Specialty Eateries,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
AOS,A. O. Smith Corporation,NYQ,Industrial Electrical Equipment,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AMCX,AMC Networks Inc.,NMS,Entertainment - Diversified,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ALIM,Alimera Sciences Inc.,NGM,Drug Manufacturers - Major,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ALE,ALLETE Inc.,NYQ,Diversified Utilities,USA,5/8/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
AHT,Ashford Hospitality Trust Inc.,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ABB,ABB Ltd,NYQ,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
SPR,Spirit AeroSystems Holdings Inc.,NYQ,Aerospace Defense Products & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
SEE,Sealed Air Corporation,NYQ,Packaging & Containers,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
BBVA,Banco Bilbao Vizcaya Argentaria S.A.,NYQ,Foreign Regional Banks,USA,4/3/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
APOG,Apogee Enterprises Inc.,NMS,General Building Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ANDE,The Andersons Inc.,NMS,Farm Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AMSC,American Superconductor Corporation,NMS,Industrial Electrical Equipment,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AMRS,Amyris Inc.,NMS,Specialty Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AMED,Amedisys Inc.,NMS,Home Health Care,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ALEX,Alexander & Baldwin Inc.,NYQ,Real Estate Development,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ALCO,Alico Inc.,NMS,Farm Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ADUS,Addus HomeCare Corporation,NMS,Home Health Care,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ACTA,Actua Corporation,NMS,Application Software,USA,5/12/2021,N,5/30/2021,5/30/2021,5/7/2021,N,N
ACST,Acasti Pharma Inc.,NCM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
AAWW,Atlas Air Worldwide Holdings Inc.,NMS,Air Services Other,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
WMS,Advanced Drainage Systems Inc.,NYQ,Rubber & Plastics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PAG,Penske Automotive Group Inc.,NYQ,Auto Dealerships,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
MDRX,Allscripts Healthcare Solutions Inc.,NMS,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
KLIC,Kulicke and Soffa Industries Inc.,NMS,Semiconductor Equipment & Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ETH,Ethan Allen Interiors Inc.,NYQ,Home Furnishings & Fixtures,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AZPN,Aspen Technology Inc.,NMS,Business Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
APRI,Apricus Biosciences Inc.,NCM,Drug Manufacturers - Other,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
AMH,American Homes 4 Rent,NYQ,REIT - Residential,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AME,AMETEK Inc.,NYQ,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AJG,Arthur J. Gallagher & Co.,NYQ,Insurance Brokers,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AHGP,Alliance Holdings GP L.P.,NMS,Nonmetallic Mineral Mining,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
AGCO,AGCO Corporation,NYQ,Farm & Construction Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AERI,Aerie Pharmaceuticals Inc.,NGM,Drug Manufacturers - Major,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ACRE,Ares Commercial Real Estate Corporation,NYQ,REIT - Diversified,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
WAL,Western Alliance Bancorporation,NYQ,Regional - Pacific Banks,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
SYT,Syngenta AG,NYQ,Agricultural Chemicals,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
SHLM,A. Schulman Inc.,NMS,Chemicals - Major Diversified,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
NOG,Northern Oil and Gas Inc.,ASE,Oil & Gas Drilling & Exploration,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
HTA,Healthcare Trust of America Inc.,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
GIII,G-III Apparel Group Ltd.,NMS,Textile - Apparel Clothing,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
CVU,CPI Aerostructures Inc.,ASE,Aerospace Defense Products & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ARE,Alexandria Real Estate Equities Inc.,NYQ,REIT - Office,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ANSS,Ansys Inc.,NMS,Application Software,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AMNB,American National Bankshares Inc.,NMS,Regional - Mid-Atlantic Banks,USA,4/4/2021,5/29/2021,4/4/2021,5/29/2021,5/29/2021,5/29/2021,N
AMBS,Amarantus Bioscience Holdings Inc,PNK,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
ALR,Alere Inc.,NYQ,Medical Laboratories & Research,USA,5/11/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
AIN,Albany International Corp.,NYQ,Textile Industrial,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AHL,Aspen Insurance Holdings Limited,NYQ,Property & Casualty Insurance,USA,3/26/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
AGX,Argan Inc.,NYQ,Heavy Construction,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ADTN,ADTRAN Inc.,NMS,Communication Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ADMS,Adamas Pharmaceuticals Inc.,NGM,Drugs - Generic,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ACLS,Axcelis Technologies Inc.,NMS,Semiconductor Equipment & Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ABG,Asbury Automotive Group Inc.,NYQ,Auto Dealerships,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ZX,China Zenix Auto International Limited,NYQ,Auto Parts,USA,5/11/2021,N,5/28/2021,5/28/2021,5/28/2021,N,N
KS,KapStone Paper and Packaging Corporation,NYQ,Paper & Paper Products,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
HOLI,HollySys Automation Technologies Ltd.,NMS,Industrial Electrical Equipment,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
GPI,Group 1 Automotive Inc.,NYQ,Auto Dealerships,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
AXTA,Axalta Coating Systems Ltd.,NYQ,Specialty Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AWR,American States Water Company,NYQ,Water Utilities,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AWI,Armstrong World Industries Inc.,NYQ,General Building Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AVEO,AVEO Pharmaceuticals Inc.,NCM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ATHM,Autohome Inc.,NYQ,Internet Information Providers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
ATAX,America First Multifamily Investors L.P.,NMS,Mortgage Investment,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ASM,Avino Silver & Gold Mines Ltd.,ASE,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ANH,Anworth Mortgage Asset Corporation,NYQ,REIT - Diversified,USA,3/28/2021,N,5/30/2021,5/30/2021,5/12/2021,5/30/2021,N
ALX,Alexander s Inc.,NYQ,REIT - Retail,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
AGI,Alamos Gold Inc.,NYQ,Gold,USA,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,N,N
AER,AerCap Holdings N.V.,NYQ,Air Services Other,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
AE,Adams Resources & Energy Inc.,ASE,Oil & Gas Refining & Marketing,USA,6/2/2021,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ODC,Oil-Dri Corporation of America,NYQ,Specialty Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
KAR,KAR Auction Services Inc.,NYQ,Specialty Retail Other,USA,6/1/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/29/2021,N
HUSA,Houston American Energy Corp.,ASE,Independent Oil & Gas,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
FMS,Fresenius Medical Care AG & Co. KGAA,NYQ,Specialized Health Services,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DOX,Amdocs Limited,NMS,Business Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
CXW,CoreCivic Inc.,NYQ,REIT - Diversified,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AXS,AXIS Capital Holdings Limited,NYQ,Property & Casualty Insurance,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AXL,American Axle & Manufacturing Holdings Inc.,NYQ,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
AWX,Avalon Holdings Corporation,ASE,Waste Management,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AVID,Avid Technology Inc.,NMS,Multimedia & Graphics Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ASGN,On Assignment Inc.,NYQ,Staffing & Outsourcing Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ARDX,Ardelyx Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ARAY,Accuray Incorporated,NMS,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
APT,Alpha Pro Tech Ltd.,ASE,General Building Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
APDN,Applied DNA Sciences Inc.,NCM,Security Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AMBC,Ambac Financial Group Inc.,NMS,Surety & Title Insurance,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ALGT,Allegiant Travel Company,NMS,Regional Airlines,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ALDW,Alon USA Partners LP,NYQ,Oil & Gas Refining & Marketing,USA,5/11/2021,N,5/29/2021,5/29/2021,4/3/2021,N,N
AIT,Applied Industrial Technologies Inc.,NYQ,Industrial Equipment Wholesale,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AIMC,Altra Industrial Motion Corp.,NMS,Industrial Electrical Equipment,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AEL,American Equity Investment Life Holding Company,NYQ,Life Insurance,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AEHR,Aehr Test Systems,NCM,Semiconductor Equipment & Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ADHD,Alcobra Ltd.,NGM,Biotechnology,USA,5/11/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
ACUR,Acura Pharmaceuticals Inc.,PNK,Drug Delivery,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ACHC,Acadia Healthcare Company Inc.,NMS,Specialized Health Services,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ACFC,Atlantic Coast Financial Corporation,NGM,Regional - Southeast Banks,USA,4/24/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
ACCO,ACCO Brands Corporation,NYQ,Office Supplies,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ABY,Atlantica Yield plc,NMS,Electric Utilities,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
TA,TravelCenters of America LLC,NMS,Specialty Retail Other,USA,6/1/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/29/2021,N
RPAI,Retail Properties of America Inc.,NYQ,REIT - Retail,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MANH,Manhattan Associates Inc.,NMS,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
LAMR,Lamar Advertising Company,NMS,REIT - Diversified,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AXN,Aoxing Pharmaceutical Company Inc.,ASE,Drug Manufacturers - Major,USA,5/11/2021,N,5/29/2021,5/29/2021,4/25/2021,N,N
ATRO,Astronics Corporation,NMS,Aerospace Defense Products & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ATNI,ATN International Inc.,NMS,Telecom Services - Domestic,USA,5/30/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ARCW,ARC Group Worldwide Inc.,NCM,Metal Fabrication,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
APEI,American Public Education Inc.,NMS,Education & Training Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
AP,Ampco-Pittsburgh Corporation,NYQ,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ANIK,Anika Therapeutics Inc.,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ANGO,AngioDynamics Inc.,NMS,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AMOT,Allied Motion Technologies Inc.,NGM,Industrial Electrical Equipment,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AM,Antero Midstream Partners LP,NYQ,Oil & Gas Pipelines,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
ALV,Autoliv Inc.,NYQ,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ALOG,Analogic Corporation,NMS,Medical Laboratories & Research,USA,5/11/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
AKR,Acadia Realty Trust,NYQ,Property Management,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AEGN,Aegion Corporation,NMS,Heavy Construction,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
WRLD,World Acceptance Corporation,NMS,Credit Services,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
UHAL,AMERCO,NMS,Rental & Leasing Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
UAMY,United States Antimony Corporation,ASE,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SAH,Sonic Automotive Inc.,NYQ,Auto Dealerships,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
NAII,Natural Alternatives International Inc.,NGM,Drug Related Products,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CACC,Credit Acceptance Corporation,NMS,Credit Services,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ATSG,Air Transport Services Group Inc.,NMS,Air Delivery & Freight Services,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ASB,Associated Banc-Corp,NYQ,Regional - Midwest Banks,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AROW,Arrow Financial Corporation,NMS,Regional - Northeast Banks,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
ARCB,ArcBest Corporation,NMS,Trucking,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AMRK,A-Mark Precious Metals Inc.,NMS,Investment Brokerage - National,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ALRM,Alarm.Com Holdings Inc.,NMS,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AHP,Ashford Hospitality Prime Inc.,NYQ,REIT - Hotel Motel,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
AGRX,Agile Therapeutics Inc.,NGM,Drugs - Generic,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AFAM,Almost Family Inc.,NMS,Home Health Care,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
ADK,AdCare Health Systems Inc.,ASE,Long-Term Care Facilities,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
ABTL,Autobytel Inc.,NCM,Internet Information Providers,USA,5/11/2021,N,5/28/2021,5/28/2021,5/28/2021,N,N
ABCD,Cambium Learning Group Inc.,NCM,Education & Training Services,USA,5/11/2021,N,5/28/2021,5/28/2021,3/21/2021,N,N
AAOI,Applied Optoelectronics Inc.,NGM,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
USAP,Universal Stainless & Alloy Products Inc,NMS,Steel & Iron,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
STFC,State Auto Financial Corporation,NMS,Property & Casualty Insurance,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
STAY,Extended Stay America Inc.,NYQ,Lodging,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
SEED,Origin Agritech Limited,NMS,Farm Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
RGA,Reinsurance Group of America Incorporated,NYQ,Life Insurance,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CEA,China Eastern Airlines Corporation Limited,NYQ,Major Airlines,USA,5/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
AXR,AMREP Corporation,NYQ,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AVD,American Vanguard Corporation,NYQ,Agricultural Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AUDC,AudioCodes Ltd.,NMS,Communication Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
